TXNAME,SYMBOL
ENSMUST00000177207.1,Tsc22d1
ENSMUST00000048371.14,Tsc22d1
ENSMUST00000142683.7,Tsc22d1
ENSMUST00000133224.1,Tsc22d1
ENSMUST00000176886.1,Tsc22d1
ENSMUST00000134109.1,Tsc22d1
ENSMUST00000110888.7,Tsc22d1
ENSMUST00000045288.13,Tgfb2
ENSMUST00000194593.1,Tgfb2
ENSMUST00000193640.1,Tgfb2
ENSMUST00000195201.1,Tgfb2
ENSMUST00000191766.5,Tgfb2
ENSMUST00000194960.1,Tgfb2
ENSMUST00000003687.7,Tgfb3
ENSMUST00000226024.1,Tgfbi
ENSMUST00000223661.1,Tgfbi
ENSMUST00000045173.9,Tgfbi
ENSMUST00000225600.1,Tgfbi
ENSMUST00000225300.1,Tgfbi
ENSMUST00000126171.8,Tgfbr1
ENSMUST00000007757.14,Tgfbr1
ENSMUST00000107725.2,Tgfbr1
ENSMUST00000044234.13,Tgfbr1
ENSMUST00000061101.11,Tgfbr2
ENSMUST00000035014.7,Tgfbr2
ENSMUST00000031224.14,Tgfbr3
ENSMUST00000146591.1,Tgfbr3
ENSMUST00000138469.7,Tgfbr3
ENSMUST00000136882.1,Tgfbr3
ENSMUST00000134654.1,Tgif1
ENSMUST00000156484.1,Tgif1
ENSMUST00000172229.7,Tgif1
ENSMUST00000135007.2,Tgif1
ENSMUST00000166395.8,Tgif1
ENSMUST00000132825.1,Tgif1
ENSMUST00000127719.1,Tgif1
ENSMUST00000059775.14,Tgif1
ENSMUST00000118283.7,Tgif1
ENSMUST00000186358.5,Tgif1
ENSMUST00000168729.7,Tgm1
ENSMUST00000226907.1,Tgm1
ENSMUST00000002389.8,Tgm1
ENSMUST00000178034.8,Tgm1
ENSMUST00000227958.1,Tgm1
ENSMUST00000228123.1,Tgm1
ENSMUST00000174718.1,Tgm2
ENSMUST00000140923.7,Tgm2
ENSMUST00000103122.9,Tgm2
ENSMUST00000152690.1,Tgm2
ENSMUST00000110299.2,Tgm3
ENSMUST00000166403.1,Tg
ENSMUST00000065916.13,Tg
ENSMUST00000167512.1,Tg
ENSMUST00000167344.1,Tg
ENSMUST00000172153.1,Tg
ENSMUST00000171045.8,Tg
ENSMUST00000163495.8,Tg
ENSMUST00000171682.1,Ift88
ENSMUST00000122063.7,Ift88
ENSMUST00000154492.1,Ift88
ENSMUST00000139943.1,Ift88
ENSMUST00000150296.7,Ift88
ENSMUST00000146439.7,Tgtp1
ENSMUST00000068063.3,Tgtp1
ENSMUST00000132745.1,Tgtp1
ENSMUST00000140344.1,Th
ENSMUST00000123057.1,Th
ENSMUST00000105929.10,Th
ENSMUST00000124951.7,Th
ENSMUST00000138482.8,Th
ENSMUST00000000219.9,Th
ENSMUST00000099270.4,Thbd
ENSMUST00000142588.1,Thbs1
ENSMUST00000039559.8,Thbs1
ENSMUST00000232616.1,Thbs2
ENSMUST00000170872.2,Thbs2
ENSMUST00000153129.1,Thbs3
ENSMUST00000126700.1,Thbs3
ENSMUST00000126315.7,Thbs3
ENSMUST00000119084.1,Thbs3
ENSMUST00000142051.7,Thbs3
ENSMUST00000029682.10,Thbs3
ENSMUST00000144980.1,Thbs3
ENSMUST00000136881.7,Thbs3
ENSMUST00000146435.1,Thbs3
ENSMUST00000126372.1,Thbs3
ENSMUST00000155924.1,Thbs3
ENSMUST00000022213.7,Thbs4
ENSMUST00000168299.1,Thbs4
ENSMUST00000159782.1,Theg
ENSMUST00000020566.6,Theg
ENSMUST00000077433.12,Theg
ENSMUST00000232217.1,Thpo
ENSMUST00000115437.3,Thpo
ENSMUST00000231826.1,Thpo
ENSMUST00000076422.12,Thpo
ENSMUST00000124072.1,Thra
ENSMUST00000153468.7,Thra
ENSMUST00000124130.1,Thra
ENSMUST00000152195.6,Thra
ENSMUST00000142944.7,Thra
ENSMUST00000153043.7,Thra
ENSMUST00000150693.1,Thra
ENSMUST00000103139.10,Thra
ENSMUST00000064187.11,Thra
ENSMUST00000224934.1,Thrb
ENSMUST00000022304.9,Thrb
ENSMUST00000022303.14,Thrb
ENSMUST00000224438.1,Thrb
ENSMUST00000091471.11,Thrb
ENSMUST00000224597.1,Thrb
ENSMUST00000224470.1,Thrb
ENSMUST00000043077.7,Thrsp
ENSMUST00000215156.1,Thy1
ENSMUST00000114840.1,Thy1
ENSMUST00000214627.1,Thy1
ENSMUST00000215809.1,Thy1
ENSMUST00000113708.3,Tia1
ENSMUST00000149270.3,Tia1
ENSMUST00000156762.7,Tia1
ENSMUST00000136387.1,Tia1
ENSMUST00000143718.7,Tia1
ENSMUST00000113713.8,Tia1
ENSMUST00000095754.9,Tia1
ENSMUST00000113712.9,Tia1
ENSMUST00000154983.1,Tia1
ENSMUST00000147104.7,Tia1
ENSMUST00000124683.7,Tia1
ENSMUST00000095753.8,Tia1
ENSMUST00000095752.8,Tia1
ENSMUST00000130967.7,Tia1
ENSMUST00000154438.7,Tia1
ENSMUST00000152852.1,Tia1
ENSMUST00000123267.2,Tia1
ENSMUST00000123002.1,Tia1
ENSMUST00000141960.1,Tia1
ENSMUST00000139928.7,Tia1
ENSMUST00000203763.1,Tia1
ENSMUST00000148728.7,Tia1
ENSMUST00000126404.5,Tia1
ENSMUST00000205109.1,Tia1
ENSMUST00000134142.7,Tia1
ENSMUST00000165023.7,Tial1
ENSMUST00000106226.8,Tial1
ENSMUST00000106228.7,Tial1
ENSMUST00000152328.2,Tial1
ENSMUST00000133444.7,Tial1
ENSMUST00000141079.7,Tial1
ENSMUST00000205835.1,Tial1
ENSMUST00000033135.8,Tial1
ENSMUST00000205278.1,Tial1
ENSMUST00000136782.1,Tial1
ENSMUST00000133089.7,Tial1
ENSMUST00000123666.7,Tial1
ENSMUST00000141126.7,Tial1
ENSMUST00000163370.7,Tiam1
ENSMUST00000136760.1,Tiam1
ENSMUST00000164263.8,Tiam1
ENSMUST00000114124.8,Tiam1
ENSMUST00000002588.10,Tiam1
ENSMUST00000144691.8,Tiam1
ENSMUST00000114122.7,Tiam1
ENSMUST00000130951.7,Tiam1
ENSMUST00000089084.11,Tiam1
ENSMUST00000178095.1,Tiam1
ENSMUST00000151655.7,Tiam1
ENSMUST00000134021.1,Tiam1
ENSMUST00000139544.1,Tiam1
ENSMUST00000124433.7,Tiam1
ENSMUST00000155915.1,Tiam1
ENSMUST00000184261.7,Tie1
ENSMUST00000047421.5,Tie1
ENSMUST00000153286.1,Tie1
ENSMUST00000074043.6,Klf10
ENSMUST00000228416.1,Klf10
ENSMUST00000228772.1,Klf10
ENSMUST00000226363.1,Klf10
ENSMUST00000227920.1,Klf10
ENSMUST00000228732.1,Klf10
ENSMUST00000149561.7,Trim24
ENSMUST00000135387.1,Trim24
ENSMUST00000149828.7,Trim24
ENSMUST00000153004.7,Trim24
ENSMUST00000120238.1,Trim24
ENSMUST00000031859.13,Trim24
ENSMUST00000120428.7,Trim24
ENSMUST00000123007.1,Trim24
ENSMUST00000123603.2,Trim28
ENSMUST00000128951.8,Trim28
ENSMUST00000142421.8,Trim28
ENSMUST00000123778.1,Trim28
ENSMUST00000125136.2,Trim28
ENSMUST00000129122.1,Trim28
ENSMUST00000148354.2,Trim28
ENSMUST00000149061.2,Trim28
ENSMUST00000209577.1,Trim28
ENSMUST00000005705.7,Trim28
ENSMUST00000142484.1,Timeless
ENSMUST00000055539.10,Timeless
ENSMUST00000105244.7,Timeless
ENSMUST00000105243.8,Timeless
ENSMUST00000125289.7,Timeless
ENSMUST00000145710.7,Timeless
ENSMUST00000136854.1,Timeless
ENSMUST00000142149.1,Timeless
ENSMUST00000146945.1,Timeless
ENSMUST00000105240.7,Timeless
ENSMUST00000105245.2,Timeless
ENSMUST00000129147.1,Timeless
ENSMUST00000135376.1,Timeless
ENSMUST00000105242.7,Timeless
ENSMUST00000135538.1,Timeless
ENSMUST00000152706.1,Timm17a
ENSMUST00000081104.9,Timm17a
ENSMUST00000134088.2,Timm17a
ENSMUST00000125454.2,Timm17a
ENSMUST00000146406.1,Timm17b
ENSMUST00000033498.9,Timm17b
ENSMUST00000150541.1,Timm17b
ENSMUST00000141195.1,Timm44
ENSMUST00000147831.1,Timm44
ENSMUST00000161143.7,Timm44
ENSMUST00000160549.1,Timm44
ENSMUST00000160371.8,Timm44
ENSMUST00000135755.1,Timm44
ENSMUST00000003029.13,Timm44
ENSMUST00000148672.1,Timm44
ENSMUST00000149827.7,Timm44
ENSMUST00000009530.4,Timp1
ENSMUST00000115342.9,Timp1
ENSMUST00000155707.2,Timp2
ENSMUST00000017610.9,Timp2
ENSMUST00000151134.1,Timp3
ENSMUST00000020234.13,Timp3
ENSMUST00000136045.1,Timp3
ENSMUST00000132307.1,Timp3
ENSMUST00000001536.8,Nkx2-1
ENSMUST00000178477.8,Nkx2-1
ENSMUST00000197931.1,Atp6v0a2
ENSMUST00000198382.4,Atp6v0a2
ENSMUST00000197161.1,Atp6v0a2
ENSMUST00000199526.1,Atp6v0a2
ENSMUST00000197087.4,Atp6v0a2
ENSMUST00000037865.12,Atp6v0a2
ENSMUST00000200292.4,Atp6v0a2
ENSMUST00000102592.9,Tjp1
ENSMUST00000132036.1,Tjp1
ENSMUST00000032729.7,Tjp1
ENSMUST00000206612.1,Tjp1
ENSMUST00000144961.1,Tjp1
ENSMUST00000206228.1,Tjp1
ENSMUST00000099558.4,Tjp2
ENSMUST00000232956.1,Tjp2
ENSMUST00000237550.1,Tjp2
ENSMUST00000236570.1,Tjp2
ENSMUST00000237937.1,Tjp2
ENSMUST00000233658.2,Tjp2
ENSMUST00000233027.1,Tjp2
ENSMUST00000153298.7,Tk1
ENSMUST00000154790.1,Tk1
ENSMUST00000129852.1,Tk1
ENSMUST00000150027.1,Tk1
ENSMUST00000153872.1,Tk1
ENSMUST00000026661.3,Tk1
ENSMUST00000141939.1,Tk1
ENSMUST00000225857.1,Tkt
ENSMUST00000223717.1,Tkt
ENSMUST00000160406.1,Tkt
ENSMUST00000223633.1,Tkt
ENSMUST00000225039.1,Tkt
ENSMUST00000162356.1,Tkt
ENSMUST00000022529.7,Tkt
ENSMUST00000160189.1,Tkt
ENSMUST00000029038.7,Fabp9
ENSMUST00000191678.5,Fabp9
ENSMUST00000193487.5,Fabp9
ENSMUST00000074216.13,Tle1
ENSMUST00000030095.10,Tle1
ENSMUST00000072695.12,Tle1
ENSMUST00000132550.7,Tle1
ENSMUST00000107337.7,Tle1
ENSMUST00000123259.1,Tle1
ENSMUST00000102848.8,Tle1
ENSMUST00000140154.1,Tle1
ENSMUST00000137075.1,Tle1
ENSMUST00000134225.1,Tle1
ENSMUST00000140433.7,Tle2
ENSMUST00000135211.7,Tle2
ENSMUST00000131794.7,Tle2
ENSMUST00000129798.7,Tle2
ENSMUST00000141913.1,Tle2
ENSMUST00000146916.7,Tle2
ENSMUST00000136341.7,Tle2
ENSMUST00000131411.1,Tle2
ENSMUST00000153812.1,Tle2
ENSMUST00000139135.1,Tle2
ENSMUST00000124854.7,Tle2
ENSMUST00000145878.1,Tle2
ENSMUST00000136254.7,Tle2
ENSMUST00000143285.7,Tle2
ENSMUST00000146358.7,Tle2
ENSMUST00000151470.1,Tle2
ENSMUST00000161993.7,Tle3
ENSMUST00000162127.1,Tle3
ENSMUST00000161207.7,Tle3
ENSMUST00000159630.7,Tle3
ENSMUST00000161689.7,Tle3
ENSMUST00000161194.7,Tle3
ENSMUST00000178113.7,Tle3
ENSMUST00000162962.7,Tle3
ENSMUST00000159140.1,Tle3
ENSMUST00000162281.1,Tle3
ENSMUST00000160882.7,Tle3
ENSMUST00000160724.7,Tle3
ENSMUST00000162973.7,Tle3
ENSMUST00000159050.7,Tle3
ENSMUST00000160541.7,Tle3
ENSMUST00000159386.7,Tle3
ENSMUST00000034820.15,Tle3
ENSMUST00000162583.7,Tle3
ENSMUST00000052011.14,Tle4
ENSMUST00000167776.2,Tle4
ENSMUST00000235975.1,Tle4
ENSMUST00000066166.5,Tll1
ENSMUST00000209451.1,Tll1
ENSMUST00000134623.1,Tln1
ENSMUST00000130670.1,Tln1
ENSMUST00000130353.1,Tln1
ENSMUST00000030187.13,Tln1
ENSMUST00000123985.1,Tln1
ENSMUST00000125509.1,Tln1
ENSMUST00000127262.1,Tln1
ENSMUST00000126078.1,Tln1
ENSMUST00000059349.5,Tlr1
ENSMUST00000197315.4,Tlr1
ENSMUST00000197886.1,Tlr1
ENSMUST00000143580.1,Tlr4
ENSMUST00000048096.11,Tlr4
ENSMUST00000147008.1,Tlr4
ENSMUST00000107365.2,Tlr4
ENSMUST00000201307.1,Tlr6
ENSMUST00000062315.5,Tlr6
ENSMUST00000114099.3,Otop1
ENSMUST00000063136.13,Otop1
ENSMUST00000185357.6,Otop1
ENSMUST00000187863.1,Otop1
ENSMUST00000019938.10,Nr2e1
ENSMUST00000126848.1,Nr2e1
ENSMUST00000143891.1,Nr2e1
ENSMUST00000105498.2,Nr2e1
ENSMUST00000026236.10,Tlx1
ENSMUST00000174617.2,Tlx1
ENSMUST00000089641.5,Tlx2
ENSMUST00000174674.2,Tlx2
ENSMUST00000076354.12,Tspan7
ENSMUST00000115526.1,Tspan7
ENSMUST00000149982.1,Tspan7
ENSMUST00000112893.1,Dtymk
ENSMUST00000144106.1,Dtymk
ENSMUST00000112890.2,Dtymk
ENSMUST00000027503.13,Dtymk
ENSMUST00000156200.7,Tmod1
ENSMUST00000155730.1,Tmod1
ENSMUST00000107773.2,Tmod1
ENSMUST00000128689.7,Tmod1
ENSMUST00000136553.1,Tmod1
ENSMUST00000099355.11,Tmpo
ENSMUST00000105293.10,Tmpo
ENSMUST00000213262.1,Tmpo
ENSMUST00000214391.1,Tmpo
ENSMUST00000092219.13,Tmpo
ENSMUST00000215801.1,Tmpo
ENSMUST00000217449.1,Tmpo
ENSMUST00000216402.1,Tmpo
ENSMUST00000020123.6,Tmpo
ENSMUST00000072239.13,Tmpo
ENSMUST00000216501.1,Tmpo
ENSMUST00000215126.1,Tmpo
ENSMUST00000026890.5,Clec3b
ENSMUST00000107372.7,Tnc
ENSMUST00000107377.9,Tnc
ENSMUST00000030056.11,Tnc
ENSMUST00000107371.1,Tnc
ENSMUST00000161399.1,Tnnc1
ENSMUST00000169169.7,Tnnc1
ENSMUST00000170268.1,Tnnc1
ENSMUST00000155443.1,Tnnc2
ENSMUST00000103095.4,Tnnc2
ENSMUST00000167924.1,Tnf
ENSMUST00000025263.14,Tnf
ENSMUST00000108277.2,Tnfaip1
ENSMUST00000017759.8,Tnfaip1
ENSMUST00000133865.2,Tnfaip2
ENSMUST00000173581.7,Tnfaip2
ENSMUST00000127028.2,Tnfaip2
ENSMUST00000172783.7,Tnfaip2
ENSMUST00000127207.7,Tnfaip2
ENSMUST00000102745.9,Tnfaip2
ENSMUST00000109792.7,Tnfaip2
ENSMUST00000174692.7,Tnfaip2
ENSMUST00000129467.1,Tnfaip2
ENSMUST00000174298.7,Tnfaip2
ENSMUST00000156003.7,Tnfaip2
ENSMUST00000105527.1,Tnfaip3
ENSMUST00000019997.10,Tnfaip3
ENSMUST00000154749.1,Tnfaip3
ENSMUST00000122863.1,Tnfaip3
ENSMUST00000154590.1,Tnfaip3
ENSMUST00000146388.1,Tnfaip3
ENSMUST00000065927.5,Tnfaip6
ENSMUST00000022663.6,Tnfrsf10b
ENSMUST00000224235.1,Tnfrsf10b
ENSMUST00000224533.1,Tnfrsf10b
ENSMUST00000187658.1,Tnfrsf11a
ENSMUST00000027559.7,Tnfrsf11a
ENSMUST00000187812.1,Tnfrsf11a
ENSMUST00000023140.5,Tnfrsf17
ENSMUST00000141260.7,Tnfrsf18
ENSMUST00000040274.12,Tnfrsf18
ENSMUST00000125100.1,Tnfrsf18
ENSMUST00000103173.9,Tnfrsf18
ENSMUST00000124339.1,Tnfrsf18
ENSMUST00000122001.2,Tnfrsf18
ENSMUST00000144524.1,Tnfrsf1a
ENSMUST00000125880.7,Tnfrsf1a
ENSMUST00000134803.1,Tnfrsf1a
ENSMUST00000032491.14,Tnfrsf1a
ENSMUST00000130257.7,Tnfrsf1a
ENSMUST00000030336.10,Tnfrsf1b
ENSMUST00000143055.1,Tnfrsf1b
ENSMUST00000154443.7,Cd40
ENSMUST00000017799.11,Cd40
ENSMUST00000081310.10,Cd40
ENSMUST00000140951.7,Cd40
ENSMUST00000153105.1,Cd40
ENSMUST00000073707.8,Cd40
ENSMUST00000184221.1,Cd40
ENSMUST00000112281.7,Cd27
ENSMUST00000135205.1,Cd27
ENSMUST00000112282.2,Cd27
ENSMUST00000152650.1,Cd27
ENSMUST00000151527.1,Cd27
ENSMUST00000032486.12,Cd27
ENSMUST00000030339.12,Tnfrsf8
ENSMUST00000123027.1,Tnfrsf8
ENSMUST00000060901.10,Tnfrsf9
ENSMUST00000116257.7,Tnfrsf9
ENSMUST00000139826.7,Tnfrsf9
ENSMUST00000135169.7,Tnfrsf9
ENSMUST00000105671.7,Tnfrsf9
ENSMUST00000126707.2,Tnfrsf9
ENSMUST00000105672.9,Tnfrsf9
ENSMUST00000146133.7,Tnfrsf9
ENSMUST00000030808.9,Tnfrsf9
ENSMUST00000022592.7,Tnfsf11
ENSMUST00000181810.7,Tnfsf12
ENSMUST00000064950.10,Dedd
ENSMUST00000111300.7,Dedd
ENSMUST00000111299.7,Dedd
ENSMUST00000097467.7,Dedd
ENSMUST00000142063.7,Dedd
ENSMUST00000131653.1,Dedd
ENSMUST00000129116.7,Dedd
ENSMUST00000135150.1,Dedd
ENSMUST00000157015.1,Dedd
ENSMUST00000127830.1,Dedd
ENSMUST00000032573.7,Pglyrp1
ENSMUST00000206206.1,Pglyrp1
ENSMUST00000206569.1,Pglyrp1
ENSMUST00000033466.1,Cd40lg
ENSMUST00000019633.7,Cd70
ENSMUST00000030047.2,Tnfsf8
ENSMUST00000039490.8,Tnfsf9
ENSMUST00000033929.5,Tnks
ENSMUST00000211065.1,Tnks
ENSMUST00000209632.1,Tnks
ENSMUST00000209904.1,Tnks
ENSMUST00000210014.1,Tnks
ENSMUST00000154463.7,Tnni1
ENSMUST00000139986.7,Tnni1
ENSMUST00000148201.7,Tnni1
ENSMUST00000129217.1,Tnni1
ENSMUST00000152075.7,Tnni1
ENSMUST00000132795.7,Tnni1
ENSMUST00000152208.7,Tnni1
ENSMUST00000137331.7,Tnni1
ENSMUST00000105971.7,Tnni2
ENSMUST00000211192.1,Tnni2
ENSMUST00000210239.1,Tnni2
ENSMUST00000149529.7,Tnni2
ENSMUST00000129618.1,Tnni2
ENSMUST00000105973.2,Tnni2
ENSMUST00000145287.7,Tnni2
ENSMUST00000131034.1,Tnni2
ENSMUST00000126873.1,Tnni3
ENSMUST00000140424.7,Tnni3
ENSMUST00000154913.1,Tnni3
ENSMUST00000127736.2,Tnni3
ENSMUST00000150166.1,Tnni3
ENSMUST00000209148.1,Tnni3
ENSMUST00000098859.9,Tnni3
ENSMUST00000132621.1,Tnni3
ENSMUST00000108587.8,Tnnt1
ENSMUST00000169571.1,Tnnt1
ENSMUST00000166959.7,Tnnt1
ENSMUST00000163538.7,Tnnt1
ENSMUST00000163560.1,Tnnt1
ENSMUST00000166161.7,Tnnt1
ENSMUST00000071798.12,Tnnt1
ENSMUST00000163722.7,Tnnt1
ENSMUST00000178163.7,Tnnt1
ENSMUST00000168111.7,Tnnt1
ENSMUST00000163710.7,Tnnt1
ENSMUST00000166268.7,Tnnt1
ENSMUST00000086502.4,Tnnt1
ENSMUST00000188028.6,Tnnt2
ENSMUST00000027671.11,Tnnt2
ENSMUST00000112085.8,Tnnt2
ENSMUST00000112086.2,Tnnt2
ENSMUST00000179863.7,Tnnt2
ENSMUST00000189732.6,Tnnt2
ENSMUST00000178204.7,Tnnt2
ENSMUST00000178854.7,Tnnt2
ENSMUST00000190451.6,Tnnt2
ENSMUST00000189355.6,Tnnt2
ENSMUST00000186225.1,Tnnt2
ENSMUST00000112087.8,Tnnt2
ENSMUST00000189826.6,Tnnt2
ENSMUST00000074187.12,Tnnt3
ENSMUST00000105945.7,Tnnt3
ENSMUST00000105946.7,Tnnt3
ENSMUST00000105947.7,Tnnt3
ENSMUST00000153262.1,Tnnt3
ENSMUST00000144259.1,Tnnt3
ENSMUST00000169299.8,Tnnt3
ENSMUST00000105948.7,Tnnt3
ENSMUST00000146804.7,Tnnt3
ENSMUST00000105941.7,Tnnt3
ENSMUST00000105942.7,Tnnt3
ENSMUST00000128294.7,Tnnt3
ENSMUST00000105944.2,Tnnt3
ENSMUST00000105950.10,Tnnt3
ENSMUST00000105955.7,Tnnt3
ENSMUST00000125649.7,Tnnt3
ENSMUST00000179658.7,Tnnt3
ENSMUST00000209807.1,Tnnt3
ENSMUST00000105957.9,Tnnt3
ENSMUST00000105949.7,Tnnt3
ENSMUST00000180152.7,Tnnt3
ENSMUST00000105954.9,Tnnt3
ENSMUST00000105958.9,Tnnt3
ENSMUST00000105952.9,Tnnt3
ENSMUST00000105943.7,Tnnt3
ENSMUST00000078497.14,Tnnt3
ENSMUST00000105953.9,Tnnt3
ENSMUST00000027374.6,Tnp1
ENSMUST00000051297.8,Tnp2
ENSMUST00000193325.1,Tnr
ENSMUST00000192457.1,Tnr
ENSMUST00000192069.5,Tnr
ENSMUST00000195199.1,Tnr
ENSMUST00000111669.8,Tnr
ENSMUST00000191264.6,Tns1
ENSMUST00000187584.6,Tns1
ENSMUST00000191104.6,Tns1
ENSMUST00000169786.7,Tns1
ENSMUST00000185702.6,Tns1
ENSMUST00000185331.6,Tns1
ENSMUST00000212888.1,Tns1
ENSMUST00000187691.6,Tns1
ENSMUST00000189571.1,Tns1
ENSMUST00000191367.1,Tns1
ENSMUST00000185264.6,Tns1
ENSMUST00000186381.6,Tns1
ENSMUST00000188208.1,Tns1
ENSMUST00000190389.6,Tns1
ENSMUST00000187281.6,Tns1
ENSMUST00000191204.6,Tns1
ENSMUST00000191527.6,Tns1
ENSMUST00000188942.1,Tns1
ENSMUST00000185529.1,Tns1
ENSMUST00000189228.1,Tns1
ENSMUST00000190599.1,Tns1
ENSMUST00000211869.1,Tom1
ENSMUST00000212278.1,Tom1
ENSMUST00000165630.2,Tom1
ENSMUST00000211938.1,Tom1
ENSMUST00000212388.1,Tom1
ENSMUST00000212299.1,Tom1
ENSMUST00000078847.12,Tom1
ENSMUST00000212651.1,Tom1
ENSMUST00000212564.1,Tom1
ENSMUST00000129289.1,Top1
ENSMUST00000133262.1,Top1
ENSMUST00000150039.1,Top1
ENSMUST00000164694.1,Top1
ENSMUST00000109468.2,Top1
ENSMUST00000164510.1,Top1
ENSMUST00000144318.1,Top2a
ENSMUST00000139730.1,Top2a
ENSMUST00000129777.1,Top2a
ENSMUST00000139460.1,Top2a
ENSMUST00000151997.1,Top2a
ENSMUST00000068031.7,Top2a
ENSMUST00000154332.7,Top2a
ENSMUST00000160501.7,Top2b
ENSMUST00000159987.1,Top2b
ENSMUST00000159302.1,Top2b
ENSMUST00000017629.11,Top2b
ENSMUST00000163032.1,Top2b
ENSMUST00000161693.1,Top2b
ENSMUST00000124799.1,Top3a
ENSMUST00000002891.10,Top3a
ENSMUST00000102668.9,Top3a
ENSMUST00000130068.2,Top3a
ENSMUST00000120417.7,Top3a
ENSMUST00000117743.7,Top3a
ENSMUST00000231834.1,Top3b
ENSMUST00000232656.1,Top3b
ENSMUST00000231402.1,Top3b
ENSMUST00000232153.1,Top3b
ENSMUST00000231432.1,Top3b
ENSMUST00000231966.1,Top3b
ENSMUST00000232080.1,Top3b
ENSMUST00000232581.1,Top3b
ENSMUST00000231812.1,Top3b
ENSMUST00000232523.1,Top3b
ENSMUST00000023465.15,Top3b
ENSMUST00000232531.1,Top3b
ENSMUST00000232231.1,Top3b
ENSMUST00000232017.1,Top3b
ENSMUST00000231278.1,Top3b
ENSMUST00000232547.1,Top3b
ENSMUST00000232380.1,Top3b
ENSMUST00000232117.1,Top3b
ENSMUST00000231576.1,Top3b
ENSMUST00000232200.1,Top3b
ENSMUST00000220927.1,Ppp1r13b
ENSMUST00000054815.14,Ppp1r13b
ENSMUST00000220486.1,Ppp1r13b
ENSMUST00000163747.3,Ppp1r13b
ENSMUST00000130842.1,Tmem165
ENSMUST00000031144.13,Tmem165
ENSMUST00000136424.1,Tmem165
ENSMUST00000138544.1,Tmem165
ENSMUST00000153633.1,Tmem165
ENSMUST00000006559.13,Tpbg
ENSMUST00000098500.4,Tpbg
ENSMUST00000185559.1,Tpbg
ENSMUST00000021885.7,Tpbpa
ENSMUST00000225936.1,Tpbpa
ENSMUST00000225275.1,Tpbpa
ENSMUST00000063496.13,Tpd52
ENSMUST00000091354.11,Tpd52
ENSMUST00000134788.7,Tpd52
ENSMUST00000129736.7,Tpd52
ENSMUST00000145905.7,Tpd52
ENSMUST00000091355.11,Tpd52
ENSMUST00000121038.7,Tpd52
ENSMUST00000120143.7,Tpd52
ENSMUST00000094381.10,Tpd52
ENSMUST00000155450.1,Tpd52
ENSMUST00000124956.1,Tpd52
ENSMUST00000213528.1,Tpd52l1
ENSMUST00000213639.1,Tpd52l1
ENSMUST00000215515.1,Tpd52l1
ENSMUST00000000305.6,Tpd52l1
ENSMUST00000214644.1,Tpd52l1
ENSMUST00000163468.2,Tph1
ENSMUST00000172386.7,Tph1
ENSMUST00000107669.8,Tph1
ENSMUST00000170251.7,Tph1
ENSMUST00000110264.2,Tph1
ENSMUST00000170045.1,Tph1
ENSMUST00000168335.2,Tph1
ENSMUST00000049298.14,Tph1
ENSMUST00000154883.3,Tpi1
ENSMUST00000172132.8,Tpi1
ENSMUST00000139716.1,Tpi1
ENSMUST00000149610.2,Tpi1
ENSMUST00000133251.2,Tpi1
ENSMUST00000113687.7,Tpm1
ENSMUST00000113707.8,Tpm1
ENSMUST00000129733.7,Tpm1
ENSMUST00000113695.7,Tpm1
ENSMUST00000113690.7,Tpm1
ENSMUST00000034928.11,Tpm1
ENSMUST00000113705.7,Tpm1
ENSMUST00000113701.7,Tpm1
ENSMUST00000113697.7,Tpm1
ENSMUST00000113696.7,Tpm1
ENSMUST00000030185.4,Tpm1
ENSMUST00000050905.15,Tpm1
ENSMUST00000113689.7,Tpm1
ENSMUST00000113684.7,Tpm1
ENSMUST00000113693.7,Tpm1
ENSMUST00000156899.1,Tpm1
ENSMUST00000129466.7,Tpm1
ENSMUST00000131279.1,Tpm1
ENSMUST00000139046.7,Tpm1
ENSMUST00000113686.7,Tpm1
ENSMUST00000113685.9,Tpm1
ENSMUST00000107914.9,Tpm2
ENSMUST00000150262.7,Tpm2
ENSMUST00000150592.1,Tpm2
ENSMUST00000030184.11,Tpm2
ENSMUST00000107913.9,Tpm2
ENSMUST00000133355.1,Tpm2
ENSMUST00000110118.7,Tpmt
ENSMUST00000151509.8,Tpmt
ENSMUST00000133100.1,Tpmt
ENSMUST00000124948.1,Tpmt
ENSMUST00000136864.7,Tpmt
ENSMUST00000154802.1,Tpmt
ENSMUST00000021806.10,Tpmt
ENSMUST00000224970.1,Tpmt
ENSMUST00000155263.1,Tpo
ENSMUST00000021005.14,Tpo
ENSMUST00000140875.1,Tpo
ENSMUST00000188313.6,Tpp2
ENSMUST00000188302.6,Tpp2
ENSMUST00000189388.6,Tpp2
ENSMUST00000186441.1,Tpp2
ENSMUST00000190207.1,Tpp2
ENSMUST00000187115.1,Tpp2
ENSMUST00000185579.6,Tpp2
ENSMUST00000190401.6,Tpp2
ENSMUST00000186028.1,Tpp2
ENSMUST00000087933.9,Tpp2
ENSMUST00000128335.1,Tpst1
ENSMUST00000118993.7,Tpst1
ENSMUST00000142838.1,Tpst1
ENSMUST00000040721.8,Tpst1
ENSMUST00000151947.1,Tpst2
ENSMUST00000134071.7,Tpst2
ENSMUST00000198502.1,Tpst2
ENSMUST00000139482.1,Tpst2
ENSMUST00000071455.5,Tpst2
ENSMUST00000031287.10,Tpst2
